track_name,track_id,track_duration,track_popularity,track_url,track_uri,track_danceability,track_energy,track_key,track_loudness,track_speechiness,track_acousticness,track_instrumentalness,track_liveness,track_valence,track_tempo,track_time_signature
NADIE SABE,23d8v6tU6lR77pFKsApMtF,379.058,84,https://open.spotify.com/track/23d8v6tU6lR77pFKsApMtF,spotify:track:23d8v6tU6lR77pFKsApMtF,0.711,0.529,11,-5.016,0.0669,0.572,0.0,0.0799,0.582,170.305,4
MONACO,4MjDJD8cW7iVeWInc2Bdyj,267.194,97,https://open.spotify.com/track/4MjDJD8cW7iVeWInc2Bdyj,spotify:track:4MjDJD8cW7iVeWInc2Bdyj,0.621,0.787,4,-5.009,0.068,0.15,0.000402,0.58,0.13,139.056,4
FINA,3nNmRE0DxHC6ZaKkrpUumS,216.327,91,https://open.spotify.com/track/3nNmRE0DxHC6ZaKkrpUumS,spotify:track:3nNmRE0DxHC6ZaKkrpUumS,0.724,0.847,1,-5.41,0.298,0.0869,1.11e-06,0.118,0.396,94.601,4
HIBIKI,4qSEvFGCpde73gqIuq3sho,208.0,88,https://open.spotify.com/track/4qSEvFGCpde73gqIuq3sho,spotify:track:4qSEvFGCpde73gqIuq3sho,0.645,0.801,6,-5.605,0.0706,0.604,0.0,0.118,0.528,119.935,4
MR. OCTOBER,1ODFVLQszq0hCOdZtqV5wq,189.258,85,https://open.spotify.com/track/1ODFVLQszq0hCOdZtqV5wq,spotify:track:1ODFVLQszq0hCOdZtqV5wq,0.612,0.805,8,-5.682,0.172,0.188,1.96e-05,0.134,0.425,126.013,4
CYBERTRUCK,4Jc7252S1P99DjQ1lNGEOc,191.959,85,https://open.spotify.com/track/4Jc7252S1P99DjQ1lNGEOc,spotify:track:4Jc7252S1P99DjQ1lNGEOc,0.905,0.704,6,-4.948,0.338,0.371,2.09e-06,0.107,0.0991,151.823,4
VOU 787,0rDQZJtSGgsB2rdkObpdFa,123.643,82,https://open.spotify.com/track/0rDQZJtSGgsB2rdkObpdFa,spotify:track:0rDQZJtSGgsB2rdkObpdFa,0.555,0.834,5,-7.902,0.197,0.0488,0.0,0.265,0.563,125.015,4
SEDA,1YnChEM51BVZ5dRhbVFEMl,190.476,87,https://open.spotify.com/track/1YnChEM51BVZ5dRhbVFEMl,spotify:track:1YnChEM51BVZ5dRhbVFEMl,0.566,0.706,6,-6.441,0.126,0.268,1.02e-06,0.111,0.23,125.876,4
GRACIAS POR NADA,1U3A66OHQyTu4N2QTMsP86,177.45,83,https://open.spotify.com/track/1U3A66OHQyTu4N2QTMsP86,spotify:track:1U3A66OHQyTu4N2QTMsP86,0.555,0.778,6,-5.473,0.231,0.325,0.0,0.111,0.271,143.916,4
TELEFONO NUEVO,01ppKlDRCmPpusO3yNrSRY,354.784,85,https://open.spotify.com/track/01ppKlDRCmPpusO3yNrSRY,spotify:track:01ppKlDRCmPpusO3yNrSRY,0.619,0.619,2,-6.238,0.491,0.407,0.0,0.0932,0.393,125.752,4
BABY NUEVA,3NhstUmrlhaN1M6hP8zMbb,240.773,86,https://open.spotify.com/track/3NhstUmrlhaN1M6hP8zMbb,spotify:track:3NhstUmrlhaN1M6hP8zMbb,0.63,0.866,10,-4.816,0.0616,0.504,0.000505,0.328,0.359,117.924,4
MERCEDES CAROTA,3TYOH7ta0101NYssoH5GlU,202.635,84,https://open.spotify.com/track/3TYOH7ta0101NYssoH5GlU,spotify:track:3TYOH7ta0101NYssoH5GlU,0.487,0.822,1,-5.815,0.223,0.385,6.55e-05,0.115,0.193,134.046,4
LOS PITS,7ucEkWU0SVy0XFdfXESgfY,250.851,83,https://open.spotify.com/track/7ucEkWU0SVy0XFdfXESgfY,spotify:track:7ucEkWU0SVy0XFdfXESgfY,0.669,0.751,7,-5.367,0.445,0.442,2.11e-06,0.15,0.69,93.705,4
VUELVE CANDY B,3mRF0YNsDdFKFnxwg16hSz,266.171,81,https://open.spotify.com/track/3mRF0YNsDdFKFnxwg16hSz,spotify:track:3mRF0YNsDdFKFnxwg16hSz,0.691,0.785,4,-3.119,0.0904,0.223,1.74e-06,0.154,0.225,122.92,4
BATICANO,5qzLdvRViHUrRNdkpakG7C,256.0,82,https://open.spotify.com/track/5qzLdvRViHUrRNdkpakG7C,spotify:track:5qzLdvRViHUrRNdkpakG7C,0.6,0.785,3,-7.793,0.0656,0.455,6.76e-06,0.131,0.431,105.009,4
NO ME QUIERO CASAR,39L3LdlHS3gqB62HPWaJRg,225.654,84,https://open.spotify.com/track/39L3LdlHS3gqB62HPWaJRg,spotify:track:39L3LdlHS3gqB62HPWaJRg,0.698,0.914,1,-5.228,0.115,0.32,8.76e-06,0.083,0.757,99.011,4
WHERE SHE GOES,2sTDlCxmuZCTDKKk9f1qus,231.704,83,https://open.spotify.com/track/2sTDlCxmuZCTDKKk9f1qus,spotify:track:2sTDlCxmuZCTDKKk9f1qus,0.799,0.651,9,-4.02,0.0611,0.143,0.634,0.112,0.223,143.992,4
THUNDER Y LIGHTNING,4pcafPzLDSqQktqSpxHL3E,217.133,84,https://open.spotify.com/track/4pcafPzLDSqQktqSpxHL3E,spotify:track:4pcafPzLDSqQktqSpxHL3E,0.744,0.552,4,-2.656,0.124,0.496,0.0,0.112,0.627,156.027,4
PERRO NEGRO,7iQXYTyuG13aoeHxGG28Nh,162.767,97,https://open.spotify.com/track/7iQXYTyuG13aoeHxGG28Nh,spotify:track:7iQXYTyuG13aoeHxGG28Nh,0.778,0.911,5,-2.248,0.262,0.0887,2.16e-05,0.179,0.345,96.057,4
ACHO PR,1C7lXfx4Y5maVl4AgUVlHA,359.647,82,https://open.spotify.com/track/1C7lXfx4Y5maVl4AgUVlHA,spotify:track:1C7lXfx4Y5maVl4AgUVlHA,0.796,0.541,7,-5.177,0.347,0.317,0.0,0.193,0.469,85.205,4
UN PREVIEW,5ixdmTpCmH5diBA1j154wN,165.582,85,https://open.spotify.com/track/5ixdmTpCmH5diBA1j154wN,spotify:track:5ixdmTpCmH5diBA1j154wN,0.815,0.795,1,-3.322,0.0821,0.0368,3.82e-05,0.227,0.334,94.991,4
Moscow Mule,6Xom58OOXk2SoU711L2IXO,245.939,84,https://open.spotify.com/track/6Xom58OOXk2SoU711L2IXO,spotify:track:6Xom58OOXk2SoU711L2IXO,0.674,0.804,5,-5.453,0.0333,0.294,1.18e-06,0.115,0.292,99.968,4
Después de la Playa,1dm6z1fWB0cErMszU25dy2,230.4,78,https://open.spotify.com/track/1dm6z1fWB0cErMszU25dy2,spotify:track:1dm6z1fWB0cErMszU25dy2,0.903,0.564,5,-3.221,0.307,0.356,0.0,0.175,0.607,78.293,4
Me Porto Bonito,6Sq7ltF9Qa7SNFBsV5Cogx,178.567,89,https://open.spotify.com/track/6Sq7ltF9Qa7SNFBsV5Cogx,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,0.712,0.911,1,-5.105,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,4
Tití Me Preguntó,1IHWl5LamUGEuP4ozKQSXZ,243.716,86,https://open.spotify.com/track/1IHWl5LamUGEuP4ozKQSXZ,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,0.715,0.65,5,-5.198,0.253,0.0993,0.000291,0.126,0.187,106.672,4
Un Ratito,5CzixCxDkRXX9mScCmah8O,176.936,78,https://open.spotify.com/track/5CzixCxDkRXX9mScCmah8O,spotify:track:5CzixCxDkRXX9mScCmah8O,0.546,0.787,0,-7.094,0.0532,0.305,4.55e-05,0.122,0.222,93.05,4
Yo No Soy Celoso,5kVZxyMY1gfdCLiChsfjn1,230.704,75,https://open.spotify.com/track/5kVZxyMY1gfdCLiChsfjn1,spotify:track:5kVZxyMY1gfdCLiChsfjn1,0.588,0.872,0,-6.276,0.0492,0.275,0.0,0.17,0.93,142.004,4
Tarot,41oY4WCTj5kccfesTVFnvN,237.894,82,https://open.spotify.com/track/41oY4WCTj5kccfesTVFnvN,spotify:track:41oY4WCTj5kccfesTVFnvN,0.684,0.795,11,-3.971,0.0419,0.0225,0.0,0.658,0.419,114.011,4
Neverita,31i56LZnwE6uSu3exoHjtB,173.119,83,https://open.spotify.com/track/31i56LZnwE6uSu3exoHjtB,spotify:track:31i56LZnwE6uSu3exoHjtB,0.498,0.876,10,-7.511,0.0478,0.0706,0.0,0.143,0.428,122.016,4
La Corriente,1797zYiX4cKosMH836X9Gt,198.367,80,https://open.spotify.com/track/1797zYiX4cKosMH836X9Gt,spotify:track:1797zYiX4cKosMH836X9Gt,0.786,0.663,11,-3.51,0.195,0.229,0.0,0.219,0.579,196.12,4
Efecto,5Eax0qFko2dh7Rl2lYs3bx,213.061,86,https://open.spotify.com/track/5Eax0qFko2dh7Rl2lYs3bx,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,0.475,0.801,7,-8.797,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,4
Party,4tYFy8ALRjIZvnvSLw5lxN,227.628,80,https://open.spotify.com/track/4tYFy8ALRjIZvnvSLw5lxN,spotify:track:4tYFy8ALRjIZvnvSLw5lxN,0.799,0.829,9,-5.389,0.0897,0.0151,0.000543,0.242,0.471,97.013,4
Aguacero,2uflssWlCaJ6CbTMOsUpNI,210.989,75,https://open.spotify.com/track/2uflssWlCaJ6CbTMOsUpNI,spotify:track:2uflssWlCaJ6CbTMOsUpNI,0.645,0.861,6,-6.96,0.0743,0.423,0.000592,0.349,0.668,121.391,5
Enséñame a Bailar,2NMjggapJcXXM7WccGEBUO,176.0,77,https://open.spotify.com/track/2NMjggapJcXXM7WccGEBUO,spotify:track:2NMjggapJcXXM7WccGEBUO,0.789,0.81,8,-5.08,0.0846,0.191,1.08e-05,0.467,0.77,105.009,4
Ojitos Lindos,3k3NWokhRRkEPhCzPmV8TW,258.298,87,https://open.spotify.com/track/3k3NWokhRRkEPhCzPmV8TW,spotify:track:3k3NWokhRRkEPhCzPmV8TW,0.686,0.647,3,-5.745,0.0413,0.08,1.34e-06,0.528,0.268,79.928,4
Dos Mil 16,4d4ZXH4dr5bYfgErHiZCX2,208.615,78,https://open.spotify.com/track/4d4ZXH4dr5bYfgErHiZCX2,spotify:track:4d4ZXH4dr5bYfgErHiZCX2,0.67,0.817,1,-6.534,0.0506,0.123,1.92e-06,0.128,0.495,130.058,3
El Apagón,0UvZcEfpzVyx47QsRbjyBz,201.816,72,https://open.spotify.com/track/0UvZcEfpzVyx47QsRbjyBz,spotify:track:0UvZcEfpzVyx47QsRbjyBz,0.698,0.629,8,-4.485,0.308,0.0509,0.00166,0.0909,0.599,117.765,4
Otro Atardecer,0E0DRHf5PfMeor0ZCwB3oT,244.444,79,https://open.spotify.com/track/0E0DRHf5PfMeor0ZCwB3oT,spotify:track:0E0DRHf5PfMeor0ZCwB3oT,0.595,0.777,2,-6.79,0.0375,0.59,0.00139,0.0669,0.546,108.02,4
Un Coco,6VrQTLzzuyGIYjUDe4kAZk,196.412,81,https://open.spotify.com/track/6VrQTLzzuyGIYjUDe4kAZk,spotify:track:6VrQTLzzuyGIYjUDe4kAZk,0.69,0.839,11,-4.464,0.0615,0.207,8.33e-06,0.176,0.744,151.991,4
Andrea,44XjoNvtwevktFKjvVe1vH,339.611,78,https://open.spotify.com/track/44XjoNvtwevktFKjvVe1vH,spotify:track:44XjoNvtwevktFKjvVe1vH,0.616,0.797,1,-10.229,0.375,0.762,0.000293,0.0979,0.451,103.071,4
Me Fui de Vacaciones,28GCbKgjlVD9eDmasGbe0T,180.929,76,https://open.spotify.com/track/28GCbKgjlVD9eDmasGbe0T,spotify:track:28GCbKgjlVD9eDmasGbe0T,0.645,0.714,10,-5.493,0.0514,0.229,0.00083,0.0942,0.434,85.046,4
Un Verano Sin Ti,18HOjcvTVV7W8YzBuOsAPS,148.143,77,https://open.spotify.com/track/18HOjcvTVV7W8YzBuOsAPS,spotify:track:18HOjcvTVV7W8YzBuOsAPS,0.496,0.503,5,-9.123,0.0556,0.693,0.0,0.123,0.412,187.844,4
Agosto,0wihfILRNOwE2156Shezc8,139.041,76,https://open.spotify.com/track/0wihfILRNOwE2156Shezc8,spotify:track:0wihfILRNOwE2156Shezc8,0.584,0.849,1,-8.195,0.115,0.0929,6.18e-06,0.492,0.724,115.018,4
Callaita,71wFwRo8xGc4lrcyKwsvba,250.533,78,https://open.spotify.com/track/71wFwRo8xGc4lrcyKwsvba,spotify:track:71wFwRo8xGc4lrcyKwsvba,0.626,0.608,2,-4.773,0.301,0.597,2.16e-06,0.25,0.246,176.086,4
EL MUNDO ES MÍO,36DHxTW2xdr9GG15T9oK9L,165.199,64,https://open.spotify.com/track/36DHxTW2xdr9GG15T9oK9L,spotify:track:36DHxTW2xdr9GG15T9oK9L,0.522,0.716,5,-6.834,0.0582,0.166,6.5e-05,0.113,0.224,76.993,4
TE MUDASTE,5RubKOuDoPn5Kj5TLVxSxY,130.013,81,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY,spotify:track:5RubKOuDoPn5Kj5TLVxSxY,0.637,0.811,10,-4.835,0.0591,0.234,0.000572,0.118,0.471,92.025,4
HOY COBRÉ,0tjZv2hChdHZCW1zFXpy1J,162.151,67,https://open.spotify.com/track/0tjZv2hChdHZCW1zFXpy1J,spotify:track:0tjZv2hChdHZCW1zFXpy1J,0.725,0.86,11,-6.7,0.249,0.0464,9.1e-05,0.0994,0.375,145.001,4
MALDITA POBREZA,0Lsis3LB0XAK6XlTHXaJk2,213.609,64,https://open.spotify.com/track/0Lsis3LB0XAK6XlTHXaJk2,spotify:track:0Lsis3LB0XAK6XlTHXaJk2,0.861,0.762,4,-4.075,0.0652,0.139,1.08e-06,0.0956,0.588,133.037,4
LA NOCHE DE ANOCHE,2XIc1pqjXV3Cr2BQUGNBck,203.2,80,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,0.618,0.856,7,-4.892,0.286,0.0303,0.0,0.0866,0.391,81.993,4
TE DESEO LO MEJOR,23XjN1s3DZC8Q9ZwuorYY4,139.576,72,https://open.spotify.com/track/23XjN1s3DZC8Q9ZwuorYY4,spotify:track:23XjN1s3DZC8Q9ZwuorYY4,0.597,0.763,1,-5.054,0.0416,0.158,1.83e-05,0.111,0.194,126.054,4
YO VISTO ASÍ,5fROvzNghPid8mbKNDYvpJ,191.526,66,https://open.spotify.com/track/5fROvzNghPid8mbKNDYvpJ,spotify:track:5fROvzNghPid8mbKNDYvpJ,0.881,0.688,7,-4.889,0.0474,0.0947,0.0,0.0804,0.677,123.013,4
HACIENDO QUE ME AMAS,26QApq0cuO9brJigr0C0W4,217.768,75,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4,spotify:track:26QApq0cuO9brJigr0C0W4,0.411,0.584,10,-7.147,0.0838,0.869,4.47e-05,0.0955,0.412,169.934,4
BOOKER T,26w9NTiE9NGjW1ZvIOd1So,156.43,76,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So,spotify:track:26w9NTiE9NGjW1ZvIOd1So,0.6,0.883,7,-7.188,0.37,0.114,7.94e-06,0.0931,0.691,113.903,4
LA DROGA,67ACYA3UI6QMNtHX6b34wX,162.299,73,https://open.spotify.com/track/67ACYA3UI6QMNtHX6b34wX,spotify:track:67ACYA3UI6QMNtHX6b34wX,0.727,0.643,1,-5.506,0.0389,0.0439,0.0,0.123,0.295,90.019,4
DÁKITI,4MzXwWMhyBbmu6hOcLVD49,205.09,79,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,spotify:track:4MzXwWMhyBbmu6hOcLVD49,0.573,0.731,4,-10.059,0.0544,0.401,5.22e-05,0.113,0.145,109.928,4
TRELLAS,09WAnxdBuebQopKhJT3oZS,157.673,65,https://open.spotify.com/track/09WAnxdBuebQopKhJT3oZS,spotify:track:09WAnxdBuebQopKhJT3oZS,0.412,0.43,2,-5.372,0.0281,0.2,0.0,0.324,0.0508,90.872,4
SORRY PAPI,5jZ32WOU7sqzDYbzINwMUk,163.053,71,https://open.spotify.com/track/5jZ32WOU7sqzDYbzINwMUk,spotify:track:5jZ32WOU7sqzDYbzINwMUk,0.561,0.612,1,-6.054,0.0851,0.0601,0.0,0.145,0.393,191.911,4
120,3KJ3opyV29269SXkPrc19l,151.506,77,https://open.spotify.com/track/3KJ3opyV29269SXkPrc19l,spotify:track:3KJ3opyV29269SXkPrc19l,0.656,0.636,2,-5.542,0.0676,0.451,7.97e-06,0.287,0.439,171.918,4
ANTES QUE SE ACABE,7kjEqI6eZ7YlFrGhxixnlN,221.186,71,https://open.spotify.com/track/7kjEqI6eZ7YlFrGhxixnlN,spotify:track:7kjEqI6eZ7YlFrGhxixnlN,0.549,0.693,2,-6.098,0.0577,0.505,4.73e-05,0.324,0.473,139.988,4
CANTARES DE NAVIDAD,2Iv6YBslkxslMJQsxshZh5,199.72,57,https://open.spotify.com/track/2Iv6YBslkxslMJQsxshZh5,spotify:track:2Iv6YBslkxslMJQsxshZh5,0.523,0.764,2,-7.371,0.0406,0.777,0.0,0.352,0.962,118.671,4
SI ELLA SALE,1zaDh3qaGSeSmulNyWlUxm,143.24,55,https://open.spotify.com/track/1zaDh3qaGSeSmulNyWlUxm,spotify:track:1zaDh3qaGSeSmulNyWlUxm,0.727,0.869,7,-7.397,0.123,0.0589,0.00991,0.107,0.92,147.967,4
MÁS DE UNA CITA,4EJHKSnHENfjOxXWryyNtL,183.52,63,https://open.spotify.com/track/4EJHKSnHENfjOxXWryyNtL,spotify:track:4EJHKSnHENfjOxXWryyNtL,0.5,0.865,5,-10.805,0.0861,0.0122,7.73e-05,0.098,0.317,92.976,4
BYE ME FUI,0FktnzDqjClqU6iqOZVEs2,178.0,68,https://open.spotify.com/track/0FktnzDqjClqU6iqOZVEs2,spotify:track:0FktnzDqjClqU6iqOZVEs2,0.599,0.712,5,-6.342,0.112,0.412,2.15e-05,0.103,0.588,179.788,4
CANCIÓN CON YANDEL,3pm4XtcsRIFFtH2UErk62R,209.18,73,https://open.spotify.com/track/3pm4XtcsRIFFtH2UErk62R,spotify:track:3pm4XtcsRIFFtH2UErk62R,0.741,0.75,9,-4.43,0.402,0.447,0.0,0.121,0.495,79.968,4
PA' ROMPERLA,5XqCz18k96K8tx6DAYM97i,194.2,68,https://open.spotify.com/track/5XqCz18k96K8tx6DAYM97i,spotify:track:5XqCz18k96K8tx6DAYM97i,0.83,0.772,7,-5.019,0.0599,0.016,0.0,0.0843,0.697,94.011,4
BAD CON NICKY,5bmSver2b3ZXyuyLKtgnFI,202.24,64,https://open.spotify.com/track/5bmSver2b3ZXyuyLKtgnFI,spotify:track:5bmSver2b3ZXyuyLKtgnFI,0.729,0.59,7,-4.95,0.0893,0.321,0.0,0.659,0.712,93.094,4
BENDICIONES,2CoMYp2uIKsT09nreEZnZn,155.06,64,https://open.spotify.com/track/2CoMYp2uIKsT09nreEZnZn,spotify:track:2CoMYp2uIKsT09nreEZnZn,0.581,0.828,11,-9.909,0.0725,0.0378,0.0,0.103,0.843,143.995,4
CÓMO SE SIENTE - Remix,6KFjMJJq8UZpfUyDgeH0Yl,227.12,0,https://open.spotify.com/track/6KFjMJJq8UZpfUyDgeH0Yl,spotify:track:6KFjMJJq8UZpfUyDgeH0Yl,0.616,0.813,3,-8.867,0.0773,0.0926,0.0,0.122,0.347,93.0,4
RONCA FREESTYLE,3XZeOzJ9tqnu58YP6cqApI,150.06,60,https://open.spotify.com/track/3XZeOzJ9tqnu58YP6cqApI,spotify:track:3XZeOzJ9tqnu58YP6cqApI,0.656,0.856,5,-6.483,0.131,0.165,0.0,0.0998,0.586,90.041,4
EN CASITA,2DhNdoHxavs7Qtf5MnhZD0,176.44,53,https://open.spotify.com/track/2DhNdoHxavs7Qtf5MnhZD0,spotify:track:2DhNdoHxavs7Qtf5MnhZD0,0.764,0.779,0,-8.217,0.0938,0.221,0.000669,0.0909,0.675,158.093,4
Si Veo a Tu Mamá,41wtwzCZkXwpnakmwJ239F,170.971,79,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F,spotify:track:41wtwzCZkXwpnakmwJ239F,0.603,0.9,2,-5.313,0.0646,0.402,4.81e-06,0.134,0.824,129.928,4
La Difícil,6NfrH0ANGmgBXyxgV2PeXt,163.084,78,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,0.848,0.685,8,-4.561,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,4
Pero Ya No,75pQqzwgCjUOSSy5CpmAjy,160.638,70,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy,spotify:track:75pQqzwgCjUOSSy5CpmAjy,0.612,0.882,4,-6.103,0.118,0.0475,5.07e-06,0.182,0.742,147.982,4
La Santa,69vlMrzHwATKzupwNcUPyK,206.42,82,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK,spotify:track:69vlMrzHwATKzupwNcUPyK,0.868,0.744,1,-4.524,0.047,0.0326,0.0,0.0822,0.586,93.037,4
Yo Perreo Sola,0SqqAgdovOE24BzxIClpjw,172.127,76,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw,spotify:track:0SqqAgdovOE24BzxIClpjw,0.758,0.86,11,-5.16,0.0695,0.021,6.54e-05,0.344,0.453,97.014,4
Bichiyal,4j4w4CXm6BSr0s25wAWrrX,196.5,75,https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX,spotify:track:4j4w4CXm6BSr0s25wAWrrX,0.766,0.737,10,-4.242,0.0458,0.31,6.63e-06,0.114,0.662,93.956,4
Soliá,7sOfmPd18RWp3FoCzpa7Kw,159.282,75,https://open.spotify.com/track/7sOfmPd18RWp3FoCzpa7Kw,spotify:track:7sOfmPd18RWp3FoCzpa7Kw,0.81,0.71,2,-5.507,0.0854,0.117,0.000132,0.154,0.184,92.041,4
La Zona,5kqNIqFjijuzvVLhuY9B8j,136.892,77,https://open.spotify.com/track/5kqNIqFjijuzvVLhuY9B8j,spotify:track:5kqNIqFjijuzvVLhuY9B8j,0.801,0.762,1,-3.661,0.0409,0.2,7.04e-05,0.254,0.81,93.992,4
