track_name,track_id,track_duration,track_popularity,track_url,track_uri,track_danceability,track_energy,track_key,track_loudness,track_speechiness,track_acousticness,track_instrumentalness,track_liveness,track_valence,track_tempo,track_time_signature
Que Malo,53v2u51nq3CxiKUNphRzP1,167.975,76,https://open.spotify.com/track/53v2u51nq3CxiKUNphRzP1,spotify:track:53v2u51nq3CxiKUNphRzP1,0.787,0.802,7,-6.181,0.0599,0.0832,0.0,0.153,0.446,94.026,4
Vete,2n7ohqg1s68ToAHh4u9mcW,192.024,75,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW,spotify:track:2n7ohqg1s68ToAHh4u9mcW,0.672,0.886,1,-4.394,0.188,0.0363,8.78e-06,0.101,0.526,91.976,4
Ignorantes,38RIEav39FGi86jppxO0du,210.606,72,https://open.spotify.com/track/38RIEav39FGi86jppxO0du,spotify:track:38RIEav39FGi86jppxO0du,0.536,0.85,1,-5.161,0.0599,0.267,3.89e-05,0.0996,0.505,96.029,4
A Tu Merced,4r9jkMEnArtWGH2rL2FZl0,175.918,79,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0,spotify:track:4r9jkMEnArtWGH2rL2FZl0,0.791,0.86,0,-4.784,0.0568,0.169,0.000106,0.106,0.887,92.023,4
Una Vez,5J7teKIJGtqVypgYI6sqXj,232.496,80,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj,spotify:track:5J7teKIJGtqVypgYI6sqXj,0.598,0.55,11,-5.402,0.0831,0.132,2.58e-06,0.0955,0.543,83.836,4
Safaera,2DEZmgHKAvm41k4J3R2E9Y,295.176,78,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,spotify:track:2DEZmgHKAvm41k4J3R2E9Y,0.829,0.607,2,-4.074,0.379,0.0103,0.0,0.107,0.685,96.172,4
25/8,4NqQaovM14WR2hNPMFxgjb,243.275,71,https://open.spotify.com/track/4NqQaovM14WR2hNPMFxgjb,spotify:track:4NqQaovM14WR2hNPMFxgjb,0.732,0.761,4,-5.469,0.0549,0.092,0.0,0.0716,0.542,151.982,4
Está Cabrón Ser Yo,4saHEjXw7O1NXJOzBkUKKG,227.939,70,https://open.spotify.com/track/4saHEjXw7O1NXJOzBkUKKG,spotify:track:4saHEjXw7O1NXJOzBkUKKG,0.854,0.81,10,-3.999,0.254,0.0732,0.0,0.123,0.879,154.083,4
Puesto Pa' Guerrial,5gCg2qMPzKkW4jS4dBKdDs,190.207,62,https://open.spotify.com/track/5gCg2qMPzKkW4jS4dBKdDs,spotify:track:5gCg2qMPzKkW4jS4dBKdDs,0.686,0.867,4,-5.342,0.221,0.311,0.0,0.1,0.658,139.968,4
P FKN R,0fgsKar6uBO08vzHXkTjWi,258.28,65,https://open.spotify.com/track/0fgsKar6uBO08vzHXkTjWi,spotify:track:0fgsKar6uBO08vzHXkTjWi,0.635,0.82,5,-5.749,0.0772,0.409,0.0,0.244,0.528,101.024,4
Hablamos Mañana,1V8XneTrX6kKeoxYbk4x6h,240.253,72,https://open.spotify.com/track/1V8XneTrX6kKeoxYbk4x6h,spotify:track:1V8XneTrX6kKeoxYbk4x6h,0.677,0.683,1,-4.496,0.0469,0.0869,0.0,0.0998,0.514,156.019,4
<3,4MZSqgwlE71CWZ6qQ3gkKm,157.967,69,https://open.spotify.com/track/4MZSqgwlE71CWZ6qQ3gkKm,spotify:track:4MZSqgwlE71CWZ6qQ3gkKm,0.665,0.631,10,-7.589,0.229,0.602,1.7e-06,0.152,0.634,80.353,4
MOJAITA,71pEiUWwfDFiRO6RmFpnBf,187.333,63,https://open.spotify.com/track/71pEiUWwfDFiRO6RmFpnBf,spotify:track:71pEiUWwfDFiRO6RmFpnBf,0.842,0.45,0,-3.602,0.102,0.0171,0.0,0.377,0.885,172.069,4
YO LE LLEGO,0uIfrUwwg0Z7KTitul7E3T,249.6,61,https://open.spotify.com/track/0uIfrUwwg0Z7KTitul7E3T,spotify:track:0uIfrUwwg0Z7KTitul7E3T,0.792,0.785,9,-4.695,0.0641,0.0104,0.0,0.104,0.528,155.036,4
CUIDAO POR AHÍ,6SYSu569pfYdkDT9A5lZqi,198.32,60,https://open.spotify.com/track/6SYSu569pfYdkDT9A5lZqi,spotify:track:6SYSu569pfYdkDT9A5lZqi,0.813,0.845,4,-2.979,0.077,0.111,0.00241,0.174,0.586,90.98,4
QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,222.346,80,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,spotify:track:25ZAibhr3bdlMCLmubZDVt,0.791,0.639,10,-4.443,0.253,0.0275,0.0,0.362,0.939,92.603,4
LA CANCIÓN,0fea68AdmYNygeTGI4RC18,242.573,86,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,spotify:track:0fea68AdmYNygeTGI4RC18,0.646,0.754,7,-5.795,0.317,0.152,1.85e-05,0.108,0.429,176.089,4
UN PESO,7hynhxDoDpgMIV12JuVtNa,277.106,81,https://open.spotify.com/track/7hynhxDoDpgMIV12JuVtNa,spotify:track:7hynhxDoDpgMIV12JuVtNa,0.675,0.627,5,-7.125,0.213,0.125,0.0,0.0784,0.961,79.31,4
ODIO,7alOsNr36sJ8CyOEP4aILq,270.4,63,https://open.spotify.com/track/7alOsNr36sJ8CyOEP4aILq,spotify:track:7alOsNr36sJ8CyOEP4aILq,0.698,0.74,6,-3.838,0.0388,0.215,0.0,0.116,0.529,139.99,4
COMO UN BEBÉ,7knLcYCOSaURD0d7HUULFM,218.826,71,https://open.spotify.com/track/7knLcYCOSaURD0d7HUULFM,spotify:track:7knLcYCOSaURD0d7HUULFM,0.807,0.825,6,-5.753,0.0949,0.0732,4.79e-06,0.138,0.816,103.053,4
NI BIEN NI MAL,278kSqsZIiYp8p3QjYAqa8,236.215,71,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8,spotify:track:278kSqsZIiYp8p3QjYAqa8,0.449,0.826,5,-8.33,0.0674,0.556,1.85e-05,0.273,0.337,128.028,4
200 Mph,5jGUJXnELDaDTgiRjD9lsg,170.509,67,https://open.spotify.com/track/5jGUJXnELDaDTgiRjD9lsg,spotify:track:5jGUJXnELDaDTgiRjD9lsg,0.5,0.85,8,-6.708,0.0665,0.0139,0.000384,0.0947,0.816,160.02,4
¿Quien Tu Eres?,6kN06eEOblRAuWI0xUUS91,159.228,62,https://open.spotify.com/track/6kN06eEOblRAuWI0xUUS91,spotify:track:6kN06eEOblRAuWI0xUUS91,0.58,0.727,2,-6.804,0.136,0.185,3.58e-06,0.125,0.325,137.048,4
Caro,6it15CsDlkqB7N4lF0C1qM,229.455,68,https://open.spotify.com/track/6it15CsDlkqB7N4lF0C1qM,spotify:track:6it15CsDlkqB7N4lF0C1qM,0.575,0.651,0,-7.739,0.299,0.627,0.000202,0.0961,0.248,160.007,4
Tenemos Que Hablar,5VQpJ2AY2iMzrRZKgcvNjh,224.512,63,https://open.spotify.com/track/5VQpJ2AY2iMzrRZKgcvNjh,spotify:track:5VQpJ2AY2iMzrRZKgcvNjh,0.512,0.855,11,-8.165,0.0534,0.146,0.000854,0.107,0.144,146.075,4
Otra Noche en Miami,4vCAzANUWDE24URV6wQ4ra,233.128,78,https://open.spotify.com/track/4vCAzANUWDE24URV6wQ4ra,spotify:track:4vCAzANUWDE24URV6wQ4ra,0.646,0.514,1,-8.833,0.275,0.197,2.3e-05,0.0958,0.297,88.661,4
Ser Bichote,4UEuIEv9Wc3wtiWUplGJ7q,193.21,61,https://open.spotify.com/track/4UEuIEv9Wc3wtiWUplGJ7q,spotify:track:4UEuIEv9Wc3wtiWUplGJ7q,0.626,0.785,4,-8.03,0.0675,0.158,4.6e-06,0.181,0.183,154.946,4
Si Estuviésemos Juntos,35wvL50xvKpCHEJPxLOLPI,169.247,83,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI,spotify:track:35wvL50xvKpCHEJPxLOLPI,0.594,0.672,1,-6.813,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,4
Solo de Mi,4uP3pUP18ennmz0tb3GphR,197.967,72,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR,spotify:track:4uP3pUP18ennmz0tb3GphR,0.73,0.743,10,-4.314,0.125,0.287,8.1e-05,0.0778,0.15,179.972,4
Cuando Perriabas,5mj8WVFcKdGA8p9HWGTSLc,188.654,64,https://open.spotify.com/track/5mj8WVFcKdGA8p9HWGTSLc,spotify:track:5mj8WVFcKdGA8p9HWGTSLc,0.705,0.787,0,-7.582,0.0695,0.137,1.06e-06,0.108,0.499,81.998,4
La Romana,1khmgu0pveJbkbpbkyvcQv,300.579,75,https://open.spotify.com/track/1khmgu0pveJbkbpbkyvcQv,spotify:track:1khmgu0pveJbkbpbkyvcQv,0.725,0.655,0,-5.497,0.188,0.0327,0.00264,0.0611,0.326,125.8,4
Como Antes,69ZaPBHhRMRDjRpW1ivnOU,230.577,68,https://open.spotify.com/track/69ZaPBHhRMRDjRpW1ivnOU,spotify:track:69ZaPBHhRMRDjRpW1ivnOU,0.379,0.767,0,-10.348,0.0385,0.668,0.000145,0.217,0.252,103.956,4
RLNDT,6pZHZndlo57dPCYnvlYFOE,284.852,67,https://open.spotify.com/track/6pZHZndlo57dPCYnvlYFOE,spotify:track:6pZHZndlo57dPCYnvlYFOE,0.528,0.6,0,-6.554,0.0308,0.263,0.0,0.588,0.142,108.025,4
Estamos Bien,2OWVCFTolecLiGZPquvWvT,208.079,72,https://open.spotify.com/track/2OWVCFTolecLiGZPquvWvT,spotify:track:2OWVCFTolecLiGZPquvWvT,0.536,0.759,9,-6.663,0.173,0.821,4.57e-06,0.107,0.439,119.883,4
MIA,3gE4eQH3K83Sght0ZLvuBK,210.367,79,https://open.spotify.com/track/3gE4eQH3K83Sght0ZLvuBK,spotify:track:3gE4eQH3K83Sght0ZLvuBK,0.538,0.816,6,-6.354,0.0617,0.0142,0.000496,0.099,0.156,97.054,4
UN PREVIEW,63ui2w3QJBp8xx0c1MJB2Z,165.582,86,https://open.spotify.com/track/63ui2w3QJBp8xx0c1MJB2Z,spotify:track:63ui2w3QJBp8xx0c1MJB2Z,0.814,0.786,1,-3.318,0.0873,0.0383,3.67e-05,0.22,0.365,95.084,4
K-POP,5L3ecxQnQ9qTBmnLQiwf0C,185.22,82,https://open.spotify.com/track/5L3ecxQnQ9qTBmnLQiwf0C,spotify:track:5L3ecxQnQ9qTBmnLQiwf0C,0.618,0.814,5,-5.614,0.0619,0.0386,3.34e-06,0.671,0.535,121.075,4
WHERE SHE GOES,7ro0hRteUMfnOioTFI5TG1,231.704,87,https://open.spotify.com/track/7ro0hRteUMfnOioTFI5TG1,spotify:track:7ro0hRteUMfnOioTFI5TG1,0.8,0.652,9,-4.019,0.0614,0.143,0.629,0.112,0.234,143.978,4
un x100to,6pD0ufEQq0xdHSsRbg9LBK,194.563,87,https://open.spotify.com/track/6pD0ufEQq0xdHSsRbg9LBK,spotify:track:6pD0ufEQq0xdHSsRbg9LBK,0.724,0.569,6,-4.076,0.0474,0.228,0.0,0.27,0.562,83.118,4
Gato de Noche,54ELExv56KCAB4UP9cOCzC,227.013,82,https://open.spotify.com/track/54ELExv56KCAB4UP9cOCzC,spotify:track:54ELExv56KCAB4UP9cOCzC,0.662,0.892,8,-3.894,0.162,0.169,1.24e-06,0.363,0.607,93.976,4
La Jumpa,5MxFWjuqQIsbNWbMdMdbli,255.693,79,https://open.spotify.com/track/5MxFWjuqQIsbNWbMdMdbli,spotify:track:5MxFWjuqQIsbNWbMdMdbli,0.703,0.713,8,-5.769,0.194,0.298,0.0,0.321,0.576,123.06,4
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),4gzsuuZypVbxs0Af1LSZyB,207.301,77,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB,spotify:track:4gzsuuZypVbxs0Af1LSZyB,0.703,0.639,4,-6.33,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,4
Volví,2vmfvSoZBFAt9hhRoEByLi,230.125,80,https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi,spotify:track:2vmfvSoZBFAt9hhRoEByLi,0.86,0.725,1,-3.726,0.182,0.422,0.000284,0.0674,0.791,175.896,4
Volando - Remix,0G2zPzWqVjR68iNPmx2TBe,273.474,79,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe,spotify:track:0G2zPzWqVjR68iNPmx2TBe,0.688,0.659,6,-4.649,0.0673,0.207,0.0,0.113,0.632,153.979,4
De Museo,267NGliXM8YLVZiKAD9Otm,209.77,65,https://open.spotify.com/track/267NGliXM8YLVZiKAD9Otm,spotify:track:267NGliXM8YLVZiKAD9Otm,0.494,0.592,4,-10.618,0.0747,0.237,0.0,0.13,0.231,132.037,4
AM Remix,05bfbizlM5AX6Mf1RRyMho,261.334,74,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho,spotify:track:05bfbizlM5AX6Mf1RRyMho,0.655,0.743,6,-5.015,0.159,0.114,0.0,0.0764,0.785,172.031,4
Yonaguni,2JPLbjOn0wPCngEot2STUS,206.71,82,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS,spotify:track:2JPLbjOn0wPCngEot2STUS,0.648,0.644,1,-4.601,0.118,0.276,0.0,0.135,0.44,179.951,4
100 MILLONES,4Ixc50wY5pbUvNEogTQ2wL,237.459,65,https://open.spotify.com/track/4Ixc50wY5pbUvNEogTQ2wL,spotify:track:4Ixc50wY5pbUvNEogTQ2wL,0.559,0.808,1,-6.936,0.452,0.133,6.57e-06,0.0966,0.48,169.103,4
BICHOTAG,5CQXesQM39J0CBnY0Npp6S,133.977,69,https://open.spotify.com/track/5CQXesQM39J0CBnY0Npp6S,spotify:track:5CQXesQM39J0CBnY0Npp6S,0.411,0.763,5,-8.339,0.211,0.0594,5.35e-05,0.0912,0.461,75.029,4
OKI DOKI,601dhwn8qc31FrSlMu5wEf,143.789,83,https://open.spotify.com/track/601dhwn8qc31FrSlMu5wEf,spotify:track:601dhwn8qc31FrSlMu5wEf,0.753,0.835,2,-4.167,0.0521,0.204,0.000186,0.384,0.583,105.982,4
MI EX TENÍA RAZÓN,7mLPSkAJraASgNk6ywyTkp,154.374,81,https://open.spotify.com/track/7mLPSkAJraASgNk6ywyTkp,spotify:track:7mLPSkAJraASgNk6ywyTkp,0.725,0.634,0,-4.88,0.0577,0.0754,0.0,0.208,0.845,159.898,4
S91,6NlJtxTYtt0b8tY2IAZDAV,173.005,70,https://open.spotify.com/track/6NlJtxTYtt0b8tY2IAZDAV,spotify:track:6NlJtxTYtt0b8tY2IAZDAV,0.72,0.856,0,-4.946,0.215,0.631,1.33e-05,0.0901,0.385,128.155,4
QLONA,3XB5uhhlYSnkxpSihkNQwh,172.797,88,https://open.spotify.com/track/3XB5uhhlYSnkxpSihkNQwh,spotify:track:3XB5uhhlYSnkxpSihkNQwh,0.756,0.842,7,-7.409,0.338,0.525,2.21e-06,0.0871,0.421,169.925,4
UNA NOCHE EN MEDELLÍN - REMIX,6ejks4eS7DOoYW8hrpRcDV,205.144,80,https://open.spotify.com/track/6ejks4eS7DOoYW8hrpRcDV,spotify:track:6ejks4eS7DOoYW8hrpRcDV,0.764,0.843,10,-2.494,0.0741,0.0356,0.0,0.0448,0.872,96.025,4
ME TENGO QUE IR,5AwdJhVYK64TDpfdRa1DyN,276.904,70,https://open.spotify.com/track/5AwdJhVYK64TDpfdRa1DyN,spotify:track:5AwdJhVYK64TDpfdRa1DyN,0.632,0.772,3,-5.103,0.0317,0.231,0.00609,0.114,0.753,136.978,4
GATITA GANGSTER,7gUtEoYJcPnhF4bJAJ3O8q,170.92,70,https://open.spotify.com/track/7gUtEoYJcPnhF4bJAJ3O8q,spotify:track:7gUtEoYJcPnhF4bJAJ3O8q,0.548,0.843,10,-5.153,0.124,0.156,1.55e-06,0.0957,0.509,96.963,4
DISPO,4iGQ8o9Ih6J1OuDDGCXSCL,193.961,81,https://open.spotify.com/track/4iGQ8o9Ih6J1OuDDGCXSCL,spotify:track:4iGQ8o9Ih6J1OuDDGCXSCL,0.64,0.832,0,-3.085,0.0483,0.466,0.0,0.123,0.645,93.946,4
PROVENZA - REMIX,7DmP5W2DbhXC7uKYbYXtIm,187.67,66,https://open.spotify.com/track/7DmP5W2DbhXC7uKYbYXtIm,spotify:track:7DmP5W2DbhXC7uKYbYXtIm,0.871,0.778,1,-3.179,0.0413,0.00528,0.000337,0.138,0.555,128.016,4
MIENTRAS ME CURO DEL CORA,6otePxalBK8AVa20xhZYVQ,164.386,85,https://open.spotify.com/track/6otePxalBK8AVa20xhZYVQ,spotify:track:6otePxalBK8AVa20xhZYVQ,0.477,0.523,0,-6.786,0.392,0.855,0.0,0.146,0.57,79.921,4
X SI VOLVEMOS,4NoOME4Dhf4xgxbHDT7VGe,200.12,84,https://open.spotify.com/track/4NoOME4Dhf4xgxbHDT7VGe,spotify:track:4NoOME4Dhf4xgxbHDT7VGe,0.807,0.794,1,-3.447,0.326,0.334,0.0,0.104,0.575,178.003,4
PERO TÚ,1dw7qShk971xMD6r6mA4VN,183.48,79,https://open.spotify.com/track/1dw7qShk971xMD6r6mA4VN,spotify:track:1dw7qShk971xMD6r6mA4VN,0.79,0.861,6,-4.561,0.291,0.394,0.0,0.111,0.681,139.845,4
BESTIES,7eTv2OTr3aY5iKtFdBusoA,162.146,72,https://open.spotify.com/track/7eTv2OTr3aY5iKtFdBusoA,spotify:track:7eTv2OTr3aY5iKtFdBusoA,0.825,0.779,1,-3.366,0.306,0.146,0.0,0.0989,0.654,171.926,4
GUCCI LOS PAÑOS,3CNbrXrUrEARw8zeKNCdYo,186.453,75,https://open.spotify.com/track/3CNbrXrUrEARw8zeKNCdYo,spotify:track:3CNbrXrUrEARw8zeKNCdYo,0.45,0.791,2,-3.001,0.0393,0.542,0.0,0.185,0.87,157.953,3
TQG,0DWdj2oZMBFSzRsi2Cvfzf,197.933,89,https://open.spotify.com/track/0DWdj2oZMBFSzRsi2Cvfzf,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,0.63,0.72,4,-3.547,0.277,0.673,0.0,0.0936,0.607,179.974,4
TUS GAFITAS,3gOI5aQD4mOMLsP3aWrkon,167.786,73,https://open.spotify.com/track/3gOI5aQD4mOMLsP3aWrkon,spotify:track:3gOI5aQD4mOMLsP3aWrkon,0.696,0.821,8,-5.796,0.043,0.315,1.07e-05,0.157,0.566,122.005,4
OJOS FERRARI,5yAIrkplUEpMNeojW8Q30o,180.04,71,https://open.spotify.com/track/5yAIrkplUEpMNeojW8Q30o,spotify:track:5yAIrkplUEpMNeojW8Q30o,0.707,0.9,1,-2.792,0.0934,0.161,4.25e-05,0.176,0.634,124.042,4
MERCURIO,6KCvMsAiL6WseKEFsWoPgc,160.426,68,https://open.spotify.com/track/6KCvMsAiL6WseKEFsWoPgc,spotify:track:6KCvMsAiL6WseKEFsWoPgc,0.67,0.879,11,-4.55,0.0975,0.526,0.0,0.123,0.62,139.996,4
GATÚBELA,6Vn1vje8yMw2OY6IOk9dkH,208.013,74,https://open.spotify.com/track/6Vn1vje8yMw2OY6IOk9dkH,spotify:track:6Vn1vje8yMw2OY6IOk9dkH,0.859,0.853,11,-2.68,0.306,0.257,0.0,0.172,0.325,95.131,4
KÁRMIKA,3mFNc5EQn30irR983Wg9OD,236.586,73,https://open.spotify.com/track/3mFNc5EQn30irR983Wg9OD,spotify:track:3mFNc5EQn30irR983Wg9OD,0.64,0.876,6,-5.264,0.392,0.468,0.0,0.143,0.729,97.169,4
PROVENZA,3HqcNJdZ2seoGxhn0wVNDK,207.626,85,https://open.spotify.com/track/3HqcNJdZ2seoGxhn0wVNDK,spotify:track:3HqcNJdZ2seoGxhn0wVNDK,0.517,0.87,1,-7.918,0.0475,0.576,0.00553,0.11,0.54,111.002,4
CAROLINA,3goYw6YHoCjA1sfBzpdgzH,162.093,73,https://open.spotify.com/track/3goYw6YHoCjA1sfBzpdgzH,spotify:track:3goYw6YHoCjA1sfBzpdgzH,0.747,0.699,1,-4.182,0.301,0.486,0.00363,0.111,0.737,82.982,4
DAÑAMOS LA AMISTAD,3jUDqkHatwtprUmZ8epP8P,174.96,67,https://open.spotify.com/track/3jUDqkHatwtprUmZ8epP8P,spotify:track:3jUDqkHatwtprUmZ8epP8P,0.786,0.758,0,-4.847,0.0928,0.167,8.46e-06,0.0705,0.592,92.984,4
AMARGURA,505v13epFXodT9fVAJ6h8k,170.48,90,https://open.spotify.com/track/505v13epFXodT9fVAJ6h8k,spotify:track:505v13epFXodT9fVAJ6h8k,0.696,0.92,6,-3.356,0.0742,0.183,0.0,0.149,0.545,106.966,4
CAIRO,16dUQ4quIHDe4ZZ0wF1EMN,198.666,80,https://open.spotify.com/track/16dUQ4quIHDe4ZZ0wF1EMN,spotify:track:16dUQ4quIHDe4ZZ0wF1EMN,0.677,0.957,5,-3.979,0.292,0.483,0.000438,0.0961,0.469,115.0,4
MAÑANA SERÁ BONITO,4bycD60yZgR6anIBtmU8UH,210.986,76,https://open.spotify.com/track/4bycD60yZgR6anIBtmU8UH,spotify:track:4bycD60yZgR6anIBtmU8UH,0.715,0.777,8,-4.569,0.0874,0.455,3.5e-05,0.326,0.245,92.006,4
DÉJALOS QUE MIREN,1gDN23O2aqeWX5NqjSnAbV,167.773,56,https://open.spotify.com/track/1gDN23O2aqeWX5NqjSnAbV,spotify:track:1gDN23O2aqeWX5NqjSnAbV,0.578,0.843,6,-4.377,0.0914,0.695,0.000167,0.141,0.871,151.928,4
EL MAKINON,2FSGUA0gFgGeQdprjtGM2M,209.16,79,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M,spotify:track:2FSGUA0gFgGeQdprjtGM2M,0.706,0.635,5,-3.224,0.125,0.256,0.0,0.108,0.443,88.863,4
200 COPAS,0aZnyTWJNgdzYoOiaW8HKG,217.213,77,https://open.spotify.com/track/0aZnyTWJNgdzYoOiaW8HKG,spotify:track:0aZnyTWJNgdzYoOiaW8HKG,0.704,0.515,9,-5.25,0.206,0.767,0.0,0.415,0.885,91.246,3
CONTIGO VOY A MUERTE,615XWyY2RPfk3iuYcU6qvi,219.96,76,https://open.spotify.com/track/615XWyY2RPfk3iuYcU6qvi,spotify:track:615XWyY2RPfk3iuYcU6qvi,0.853,0.77,11,-2.593,0.0484,0.2,3.85e-06,0.0627,0.781,82.994,4
